2026-06-24 07:03:32 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-24T07:03:32.246392", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 17:50:32 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T17:50:32.333881", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 17:51:05 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T17:51:05.550771", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 17:51:11 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T17:51:11.724085", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 17:51:25 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T17:51:25.556042", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 17:52:01 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T17:52:01.958464", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 17:52:15 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T17:52:15.095189", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 17:52:23 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T17:52:23.832565", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 17:53:36 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T17:53:36.924218", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 17:59:31 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T17:59:31.666324", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 17:59:39 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T17:59:39.520320", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 18:00:12 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T18:00:12.708356", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 18:00:35 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T18:00:35.979194", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 18:07:41 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T18:07:41.739310", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-29 18:14:42 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-29T18:14:42.841518", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:46:31 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:46:31.428209", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:46:44 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:46:44.206316", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:46:58 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:46:58.216733", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:47:25 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:47:25.027435", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:47:54 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:47:54.560173", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:48:19 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:48:19.686026", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:52:52 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:52:52.994135", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:55:32 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:55:32.788570", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:55:52 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:55:52.515878", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:56:04 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:56:04.568933", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:56:33 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:56:33.162640", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:56:48 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:56:48.280758", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:56:59 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:56:59.095077", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:58:21 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:58:21.457663", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 10:59:23 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T10:59:23.182115", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 11:00:19 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T11:00:19.046048", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 11:00:29 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T11:00:29.733361", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 11:00:36 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T11:00:36.043518", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 11:00:48 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T11:00:48.573647", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:23:22 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:23:22.613663", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:23:53 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:23:53.465033", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:24:02 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:24:02.868445", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:24:09 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:24:09.581104", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:24:21 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:24:21.525790", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:24:43 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:24:43.654239", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:24:49 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:24:49.264807", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:24:54 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:24:54.700585", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:24:59 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:24:59.976580", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:25:43 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:25:43.933510", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:25:49 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:25:49.115823", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:25:54 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:25:54.140301", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:25:59 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:25:59.108852", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:26:03 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:26:03.927645", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 12:54:08 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T12:54:08.631916", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:01:22 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:01:22.591802", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:05:41 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:05:41.093877", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:06:01 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:06:01.361556", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:06:12 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:06:12.144095", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:06:25 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:06:25.265069", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:06:45 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:06:45.549338", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:09:41 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:09:41.335239", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:10:31 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:10:31.552187", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:10:40 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:10:40.014896", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:10:51 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:10:51.757283", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:11:02 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:11:02.085137", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:13:17 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:13:17.561835", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:13:24 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:13:24.407690", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:13:31 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:13:31.218614", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:13:36 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:13:36.712939", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:16:06 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:16:06.351594", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:16:38 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:16:38.958482", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:16:49 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:16:49.081431", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:16:58 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:16:58.325279", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:20:29 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:20:29.103125", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:20:40 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:20:40.671491", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:20:52 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:20:52.644595", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:21:38 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:21:38.569731", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:27:15 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:27:15.072656", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:27:30 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:27:30.618456", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:27:54 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:27:54.160652", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:28:03 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:28:03.415838", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
